Lab_No,Sex,Age,Town,Range,Section,Tag_Date,TB+
345511,female,4.5,27N,07E,30,2013-11-27,Neg
343332,male,4.5,29N,04E,23,2013-01-04,Neg
3450,female,4.5,29N,05E,24,1998-10-01,Neg
345078,male,2.5,27N,07E,26,2012-11-17,Neg
345463,female,3.5,29N,04E,3,2017-12-27,Neg
345464,female,5.5,29N,04E,3,2017-12-27,Neg
345474,female,3.5,30N,04E,33,2018-01-05,Neg
345507,female,4.5,30N,05E,7,2013-11-27,Neg
345508,female,9.5,27N,07E,30,2013-11-27,Neg
345555,male,1.5,28N,04E,35,2012-11-04,Neg
345510,female,1.5,27N,07E,30,2013-11-27,Neg
345675,male,2.5,27N,07E,16,2012-11-17,Neg
345517,male,3.5,29N,05E,22,2013-11-27,Neg
345519,male,3.5,29N,05E,22,2013-11-27,Neg
345523,female,7.5,29N,04E,5,2013-11-25,Neg
345526,male,2.5,27N,07E,28,2013-11-27,Neg
345532,female,4.5,27N,05E,8,2013-12-21,Neg
345533,female,3.5,27N,05E,10,2013-12-21,Neg
345538,female,5.5,28N,06E,10,2013-12-15,Neg
345543,male,2.5,27N,06E,23,2013-12-16,Neg
345545,female,2.5,30N,05E,1,2013-12-15,Neg
345509,female,5.5,27N,07E,30,2013-11-27,Neg
345812,male,1.5,27N,05E,10,2012-11-17,Neg
345800,male,3.5,27N,06E,34,2012-11-16,Neg
345801,female,1.5,29N,06E,34,2012-11-16,Neg
345803,male,4.5,29N,05E,3,2012-11-16,Neg
345804,male,1.5,30N,05E,23,2012-11-16,Neg
345805,male,3.5,27N,04E,20,2012-11-16,Neg
345806,female,4.5,29N,05E,26,2012-11-17,Neg
345807,female,5.5,27N,06E,5,2012-11-16,Neg
345808,female,4.5,28N,05E,33,2012-11-17,Neg
345645,female,2.5,28N,07E,34,2012-11-16,Neg
345811,female,2.5,27N,04E,5,2012-11-17,Neg
345780,female,12.5,27N,06E,8,2013-12-02,Neg
345814,male,2.5,28N,05E,6,2012-11-16,Neg
345815,female,2.5,28N,05E,6,2012-11-16,Neg
345816,male,3.5,27N,05E,1,2012-11-16,Neg
345817,male,1.5,27N,05E,1,2012-11-16,Neg
345818,female,4.5,28N,06E,28,2012-11-16,Neg
345822,male,4.5,29N,05E,23,2012-11-17,Neg
345823,male,1.5,28N,04E,25,2012-11-17,Neg
345824,male,3.5,28N,05E,15,2012-11-17,Neg
345829,male,2.5,29N,06E,31,2013-10-09,Neg
345810,male,2.5,30N,05E,22,2012-11-16,Neg
345752,male,2.5,27N,03E,12,2014-11-01,Neg
344951,female,3.5,29N,06E,29,2014-12-15,Neg
345715,male,1.5,28N,08E,30,2012-11-19,Neg
345725,male,3.5,29N,04E,17,2013-11-23,Neg
345727,male,3.5,29N,04E,16,2013-11-24,Neg
345728,female,3.5,29N,04E,16,2013-11-24,Neg
345734,male,2.5,27N,04E,6,2013-11-24,Neg
345736,male,1.5,27N,04E,6,2013-11-24,Neg
345741,male,3.5,27N,04E,6,2013-11-24,Neg
345742,female,6.5,30N,04E,21,2013-11-24,Neg
345793,male,4.5,27N,07E,18,2013-12-09,Neg
345747,female,2.5,29N,04E,21,2013-11-25,Neg
345784,male,2.5,27N,04E,6,2013-12-07,Neg
345758,female,2.5,28N,07E,6,2014-11-02,Neg
345759,male,2.5,26N,06E,4,2014-11-02,Neg
345762,male,3.5,27N,05E,12,2014-11-09,Neg
345764,female,4.5,30N,04E,15,2014-11-03,Neg
345765,female,3.5,27N,06E,17,2014-11-08,Neg
345771,male,3.5,27N,04E,17,2014-11-09,Neg
345775,female,2.5,29N,04E,16,2013-12-01,Neg
345776,male,3.5,29N,05E,35,2013-12-01,Neg
345646,female,3.5,28N,07E,34,2012-11-16,Neg
345746,female,4.5,29N,04E,21,2013-11-25,Neg
343595,female,6.5,28N,06E,36,2017-11-18,Neg
344957,male,3.5,27N,05E,25,2018-11-19,Neg
343546,male,2.5,27N,06E,20,2017-11-20,Neg
343547,male,3.5,27N,06E,20,2017-11-20,Neg
343548,male,2.5,27N,06E,20,2017-11-20,Neg
343549,male,3.5,27N,07E,27,2017-11-20,Neg
343585,male,2.5,31N,06E,26,2017-11-17,Neg
343590,male,1.5,29N,06E,29,2017-11-17,Neg
343592,female,2.5,27N,05E,3,2017-11-18,Neg
343537,female,2.5,27N,07E,7,2017-11-18,Neg
343594,male,1.5,28N,06E,36,2017-11-18,Neg
343498,female,1.5,30N,04E,28,2013-11-30,Neg
343664,male,2.5,28N,07E,1,2017-11-16,Neg
343669,female,1.5,29N,06E,30,2017-11-17,Neg
343692,female,9,27N,07E,28,2015-09-20,Neg
343755,male,3.5,27N,06E,33,2018-11-18,Neg
343763,male,2.5,28N,05E,33,2018-11-18,Neg
343772,female,2.5,27N,07E,27,2018-11-18,Neg
343773,male,2.5,27N,07E,22,2018-11-19,Neg
343826,male,3.5,27N,05E,13,2018-11-20,Neg
343851,male,2.5,27N,06E,36,2017-11-18,Neg
343593,male,2.5,27N,08E,6,2017-11-18,Neg
343366,female,2.5,30N,05E,12,2013-10-14,Neg
343338,female,6.5,28N,06E,9,2013-01-08,Neg
343340,female,1.5,29N,06E,6,2013-01-08,Neg
343341,female,1.5,29N,06E,6,2013-01-08,Neg
343351,male,2.5,30N,06E,25,2013-10-04,Neg
343354,female,4.5,29N,05E,23,2013-10-04,Neg
343357,male,2.5,28N,05E,16,2013-10-04,Neg
343358,male,3.5,28N,06E,1,2013-10-04,Neg
343359,male,2.5,28N,06E,8,2013-10-12,Neg
343544,male,1.5,27N,05E,18,2017-11-20,Neg
343365,male,2.5,27N,07E,1,2013-10-14,Neg
343874,female,2.5,28N,06E,9,2018-11-26,Neg
343369,male,1.5,30N,07E,7,2013-10-18,Neg
343370,male,3.5,30N,06E,29,2013-10-18,Neg
343372,male,3.5,30N,06E,1,2013-10-19,Neg
343465,female,1.5,29N,04E,3,2012-11-24,Neg
343466,male,1.5,29N,04E,3,2012-11-24,Neg
343483,female,2.5,30N,04E,22,2012-11-26,Neg
343485,female,4.5,30N,04E,9,2012-11-26,Neg
343486,female,1.5,28N,06E,10,2013-11-26,Neg
343492,female,1.5,28N,06E,11,2013-12-01,Neg
343361,female,6.5,30N,07E,5,2013-10-12,Neg
3447,female,3.5,29N,06E,3,1998-10-27,Neg
344386,female,7.5,28N,05E,26,2015-01-06,Neg
344387,female,8.5,27N,05E,8,2015-01-07,Neg
344392,female,8.5,27N,05E,9,2015-10-13,Neg
344394,male,3.5,27N,05E,8,2015-11-17,Neg
3444,female,1.5,29N,06E,3,1998-10-27,Neg
344476,female,0.5,28N,07E,11,2013-12-26,Neg
3445,male,0.5,29N,06E,3,1998-10-27,Neg
344584,female,2.5,28N,06E,20,2012-12-17,Neg
343872,female,3.5,28N,06E,9,2018-11-26,Neg
3446,female,5.5,29N,06E,3,1998-10-27,Neg
344379,male,3.5,27N,05E,11,2014-12-01,Neg
344829,male,2.5,29N,04E,21,2013-11-21,Neg
344837,female,2.5,27N,07E,30,2013-11-22,Neg
344838,female,1.5,27N,07E,30,2013-11-22,Neg
344839,female,9.5,27N,07E,30,2013-11-22,Neg
344848,male,1.5,27N,07E,30,2013-11-19,Neg
345184,male,3.5,28N,06E,2,2013-11-21,Neg
345185,female,2.5,28N,06E,2,2013-11-21,Neg
345204,male,2.5,27N,06E,15,2013-11-25,Neg
345288,male,1.5,31N,04E,25,2014-12-24,Neg
344590,female,10.5,30N,04E,16,2012-12-27,Neg
344351,female,3.5,28N,05E,26,2014-01-08,Neg
348800,female,4.5,30N,05E,16,2015-11-30,Neg
343977,male,2.5,29N,05E,23,2012-10-23,Neg
343978,female,3.5,27N,07E,29,2012-10-29,Neg
344336,male,1.5,28N,07E,7,2015-11-25,Neg
344337,female,7.5,28N,07E,7,2015-11-25,Neg
344338,female,4.5,28N,07E,7,2015-11-25,Neg
344341,male,3.5,30N,05E,24,2015-12-01,Neg
344346,female,2.5,30N,04E,22,2016-01-04,Neg
344347,male,0.5,30N,04E,22,2016-01-04,Neg
344385,female,7.5,28N,05E,26,2015-01-06,Neg
344349,female,1.5,28N,05E,26,2016-01-04,Neg
344380,male,5.5,27N,05E,11,2014-11-16,Neg
344352,female,1.5,28N,05E,26,2014-01-08,Neg
344359,female,4.5,27N,04E,1,2014-11-17,Neg
344362,male,2.5,28N,05E,23,2014-11-19,Neg
344368,female,1.5,26N,07E,3,2016-11-28,Neg
344370,female,5.5,28N,05E,2,2016-11-29,Neg
344371,male,1.5,28N,05E,2,2016-11-29,Neg
344373,male,1.5,28N,07E,7,2017-11-07,Neg
344376,female,3.5,29N,05E,3,2014-12-01,Neg
343873,female,3.5,28N,06E,9,2018-11-26,Neg
344348,female,5.5,28N,05E,26,2016-01-04,Neg
352701,female,3.5,30N,04E,18,2018-11-17,Neg
352138,female,1.5,28N,06E,1,2013-12-30,Neg
352621,male,3.5,30N,04E,15,2018-11-24,Neg
352635,female,2.5,29N,04E,16,2018-11-20,Neg
352636,male,2.5,29N,04E,16,2018-11-20,Neg
352637,male,2.5,29N,04E,16,2018-11-20,Neg
352652,male,2.5,27N,06E,2,2018-11-25,Neg
352653,male,3.5,27N,06E,2,2018-11-25,Neg
352675,female,7.5,30N,04E,20,2018-12-17,Neg
352609,female,2.5,26N,06E,10,2018-11-21,Neg
352678,female,5.5,29N,04E,20,2018-12-18,Neg
352564,female,Q,30N,04E,27,2018-10-09,Neg
352706,male,3.5,30N,05E,35,2018-11-19,Neg
352717,male,3.5,30N,04E,20,2018-11-18,Neg
352729,male,1.5,30N,04E,16,2018-11-18,Neg
352763,male,3.5,29N,03E,12,2018-11-19,Neg
352783,female,4.5,29N,04E,16,2018-11-25,Neg
352792,male,3.5,30N,04E,15,2018-11-26,Neg
352793,male,1.5,29N,05E,34,2018-11-26,Neg
352795,male,2.5,29N,06E,27,2018-11-26,Neg
352796,male,2.5,29N,06E,27,2018-11-26,Neg
352676,female,1.5,30N,04E,20,2018-12-17,Neg
352353,male,4.5,27N,06E,15,2013-11-20,Neg
353825,female,0.5,29N,04E,8,2013-12-01,Neg
352198,female,4.5,28N,07E,12,2013-11-20,Neg
352220,female,4.5,28N,04E,17,2013-12-13,Neg
352221,male,4.5,28N,04E,17,2013-12-13,Neg
352222,male,4.5,28N,04E,20,2013-11-13,Neg
352223,male,2.5,28N,04E,17,2013-12-13,Neg
352267,female,2.5,30N,04E,17,2014-10-21,Neg
352311,female,2.5,30N,04E,17,2014-12-15,Neg
352613,male,2.5,30N,04E,12,2018-11-24,Neg
352317,female,4.5,27N,06E,16,2014-12-18,Neg
352849,male,3.5,30N,04E,2,2018-12-05,Neg
352430,female,3.5,26N,06E,8,2013-11-17,Neg
352455,male,3.5,26N,06E,3,2013-11-18,Neg
352465,female,1.5,28N,07E,6,2013-11-18,Neg
352466,male,6.5,28N,07E,31,2013-11-18,Neg
352533,female,2.5,28N,06E,8,2018-10-08,Neg
352535,female,5,29N,06E,36,2018-09-22,Neg
352541,female,3.5,30N,05E,35,2018-10-08,Neg
352543,female,9.5,28N,05E,10,2018-10-08,Neg
35255,male,2.5,28N,06E,7,1999-11-16,Neg
352313,female,6.5,28N,07E,17,2014-12-15,Neg
353808,female,4.5,29N,05E,7,2013-11-23,Neg
353793,female,6.5,30N,05E,5,2013-11-23,Neg
353796,female,1.5,29N,04E,34,2013-11-23,Neg
353799,male,3.5,29N,04E,26,2013-12-08,Neg
353800,female,9.5,29N,05E,17,2013-11-23,Neg
353801,female,3.5,29N,05E,18,2013-11-23,Neg
353802,female,9.5,29N,05E,5,2013-11-23,Neg
353803,female,6.5,29N,05E,5,2013-11-23,Neg
353805,male,0.5,29N,05E,5,2013-11-23,Neg
352828,male,3.5,29N,06E,6,2018-12-05,Neg
353807,female,2.5,29N,05E,35,2013-11-23,Neg
353789,female,4.5,29N,04E,36,2013-11-23,Neg
353810,female,0.5,29N,05E,5,2013-11-23,Neg
353811,male,5.5,29N,05E,16,2013-12-08,Neg
353812,female,1.5,29N,04E,35,2013-11-23,Neg
353818,female,5.5,29N,05E,17,2013-11-23,Neg
353819,female,2.5,29N,05E,12,2013-11-23,Neg
353820,female,3.5,29N,05E,4,2013-11-23,Neg
353822,female,0.5,29N,04E,25,2013-11-23,Neg
353823,female,5.5,29N,04E,25,2013-11-23,Neg
348723,female,7.5,30N,05E,9,2015-11-30,Neg
353806,female,6.5,29N,04E,12,2013-11-23,Neg
353748,male,3.5,30N,06E,25,2013-11-21,Neg
352065,female,1.5,28N,06E,9,2016-11-19,Neg
353725,male,1.5,30N,06E,33,2013-11-20,Neg
353728,male,2.5,31N,07E,30,2013-11-20,Neg
353735,male,3.5,30N,05E,22,2013-11-20,Neg
353736,male,2.5,30N,05E,22,2013-11-20,Neg
353737,male,3.5,30N,05E,22,2013-11-20,Neg
353741,male,3.5,30N,06E,30,2013-11-21,Neg
353742,female,1.5,30N,06E,5,2013-11-21,Neg
353743,female,3.5,30N,06E,5,2013-11-21,Neg
353792,female,8.5,28N,04E,2,2013-11-23,Neg
353747,male,4.5,30N,05E,27,2013-11-21,Neg
353791,female,2.5,28N,04E,2,2013-11-23,Neg
353749,male,1.5,28N,05E,9,2013-11-21,Neg
353754,male,4.5,30N,06E,28,2013-11-10,Neg
353760,female,14.5,30N,04E,15,2013-12-01,Neg
353781,female,2.5,29N,04E,14,2013-11-23,Neg
353784,female,2.5,29N,04E,27,2013-11-23,Neg
353785,female,1.5,29N,04E,25,2013-11-23,Neg
353786,male,5.5,29N,05E,17,2013-12-08,Neg
353787,female,4.5,30N,05E,4,2013-11-23,Neg
352831,male,3.5,30N,06E,6,2018-12-05,Neg
353744,male,3.5,31N,05E,26,2013-11-21,Neg
351906,male,1.5,29N,05E,23,2013-11-18,Neg
352141,female,3.5,28N,06E,1,2013-12-30,Neg
351889,female,4.5,28N,04E,12,2013-11-16,Neg
351890,male,3.5,28N,06E,17,2013-11-17,Neg
351891,female,4.5,31N,07E,31,2013-11-17,Neg
351892,female,1.5,30N,06E,9,2013-11-17,Neg
351894,female,0.5,31N,07E,31,2013-11-17,Neg
351896,male,2.5,28N,06E,17,2013-11-17,Neg
351897,female,2.5,30N,05E,24,2013-11-17,Neg
351883,male,1.5,29N,05E,27,2013-11-16,Neg
351905,male,1.5,28N,06E,23,2013-11-18,Neg
351882,female,0.5,27N,05E,13,2013-11-16,Neg
351907,male,1.5,31N,05E,30,2013-11-17,Neg
351908,female,5.5,27N,06E,2,2013-11-17,Neg
351909,male,2.5,29N,06E,5,2013-11-17,Neg
351910,male,1.5,30N,05E,1,2013-11-18,Neg
351911,female,6.5,30N,05E,35,2013-11-17,Neg
351912,male,2.5,28N,06E,32,2013-11-18,Neg
351913,male,3.5,28N,06E,32,2013-11-18,Neg
351914,male,2.5,28N,05E,22,2013-11-18,Neg
351915,male,2.5,28N,05E,22,2013-11-18,Neg
351903,male,1.5,29N,05E,23,2013-11-18,Neg
351864,male,3.5,27N,05E,11,2013-11-16,Neg
351851,male,2.5,27N,06E,15,2013-11-15,Neg
351854,female,3.5,27N,06E,27,2013-11-15,Neg
351855,female,2.5,27N,06E,27,2013-11-15,Neg
351856,male,1.5,28N,05E,30,2013-11-15,Neg
351857,male,1.5,28N,05E,30,2013-11-15,Neg
351858,male,1.5,28N,06E,16,2013-11-15,Neg
351859,female,5.5,28N,06E,16,2013-11-15,Neg
351860,male,3.5,27N,06E,6,2013-11-16,Neg
351884,male,4.5,27N,05E,25,2013-11-16,Neg
351863,male,3.5,30N,06E,28,2013-11-16,Neg
351918,male,3.5,29N,05E,35,2013-11-18,Neg
351868,female,1.5,29N,06E,12,2013-11-17,Neg
351869,male,2.5,28N,05E,9,2013-11-17,Neg
351870,male,3.5,28N,05E,25,2013-11-16,Neg
351871,male,4.5,29N,04E,30,2013-11-17,Neg
351872,male,2.5,28N,05E,29,2013-11-17,Neg
351873,female,1.5,29N,06E,6,2013-11-17,Neg
351876,male,2.5,27N,07E,31,2013-11-16,Neg
351877,male,1.5,28N,05E,32,2013-11-16,Neg
351878,male,3.5,26N,06E,9,2013-11-16,Neg
351862,male,1.5,28N,05E,32,2013-11-16,Neg
351990,male,2.5,27N,06E,31,2013-11-17,Neg
351970,female,5.5,30N,04E,16,2013-11-30,Neg
351972,female,6.5,27N,06E,6,2013-11-20,Neg
351974,male,2.5,28N,06E,25,2013-11-17,Neg
351977,female,2.5,27N,06E,21,2013-11-17,Neg
351978,female,5.5,28N,06E,22,2013-11-17,Neg
351980,female,4.5,28N,05E,7,2013-11-17,Neg
351981,female,3.5,28N,05E,7,2013-11-17,Neg
351984,female,2.5,27N,05E,10,2013-11-17,Neg
351916,male,3.5,29N,05E,35,2013-11-18,Neg
351986,male,2.5,28N,06E,32,2013-11-17,Neg
351961,female,2.5,28N,05E,5,2013-11-20,Neg
351991,female,4.5,27N,06E,6,2013-11-17,Neg
351992,female,0.5,29N,06E,12,2013-11-17,Neg
351993,male,1.5,28N,06E,32,2013-11-17,Neg
351994,male,2.5,27N,05E,5,2013-11-17,Neg
351995,female,1.5,28N,05E,22,2013-11-17,Neg
351996,female,1.5,29N,06E,13,2013-11-17,Neg
351997,female,3.5,29N,05E,13,2013-11-17,Neg
352053,male,2.5,28N,04E,29,2016-11-17,Neg
352055,male,1.5,27N,07E,29,2016-11-20,Neg
351985,female,3.5,27N,05E,13,2013-11-17,Neg
351939,female,2.5,30N,05E,1,2014-10-26,Neg
353826,female,7.5,29N,04E,24,2013-11-19,Neg
351919,female,3.5,27N,06E,28,2013-11-18,Neg
351920,male,1.5,28N,05E,23,2013-11-18,Neg
351921,male,2.5,28N,05E,23,2013-11-18,Neg
351923,male,5.5,28N,05E,23,2013-11-18,Neg
351924,male,2.5,28N,05E,22,2013-11-18,Neg
351925,male,2.5,28N,06E,28,2013-11-18,Neg
351931,female,3.5,29N,06E,12,2013-12-16,Neg
351933,female,5,29N,04E,31,2014-09-21,Neg
351969,female,1.5,30N,04E,29,2013-11-30,Neg
351937,female,4.5,27N,05E,14,2014-10-26,Neg
351964,male,2.5,30N,06E,1,2013-11-21,Neg
351941,female,5.5,27N,06E,12,2014-10-26,Neg
351950,male,2.5,28N,06E,18,2013-11-18,Neg
351951,female,2.5,28N,05E,7,2013-11-18,Neg
351952,male,1.5,28N,06E,13,2013-11-18,Neg
351953,male,4.5,29N,04E,28,2013-11-19,Neg
351958,male,3.5,28N,05E,2,2013-11-19,Neg
351959,male,2.5,28N,05E,2,2013-11-19,Neg
351960,male,3.5,27N,06E,6,2013-11-19,Neg
351917,male,3.5,29N,05E,35,2013-11-18,Neg
351935,male,1.5,28N,05E,31,2014-10-19,Neg
353549,male,1.5,29N,06E,5,2013-11-18,Neg
353404,male,1.5,30N,07E,33,2013-11-17,Neg
353534,male,3.5,29N,06E,4,2013-11-18,Neg
353536,male,3.5,30N,05E,13,2013-11-18,Neg
353537,male,2.5,30N,05E,13,2013-11-18,Neg
353542,female,7.5,30N,06E,34,2013-11-18,Neg
353543,male,3.5,30N,06E,34,2013-11-18,Neg
353544,female,3.5,30N,05E,3,2013-11-18,Neg
353545,female,3.5,30N,05E,3,2013-11-18,Neg
353530,male,3.5,30N,05E,22,2013-11-19,Neg
353547,male,2.5,30N,05E,3,2013-11-18,Neg
353528,female,5.5,28N,06E,5,2013-11-18,Neg
353551,male,2.5,28N,06E,2,2013-11-17,Neg
353552,male,3.5,28N,06E,2,2013-11-17,Neg
353555,male,1.5,28N,07E,17,2013-11-17,Neg
353558,male,2.5,28N,05E,14,2013-11-17,Neg
353563,male,3.5,31N,06E,23,2013-11-17,Neg
353564,male,1.5,29N,07E,30,2013-11-17,Neg
353568,male,3.5,30N,07E,19,2013-11-17,Neg
353569,male,2.5,30N,07E,19,2013-11-17,Neg
353572,male,3.5,28N,07E,17,2013-11-17,Neg
353546,male,2.5,30N,05E,3,2013-11-18,Neg
353507,male,3.5,30N,04E,27,2013-11-20,Neg
353824,female,2.5,29N,04E,24,2013-11-23,Neg
353406,male,5.5,28N,07E,5,2013-11-18,Neg
353407,female,2.5,28N,06E,8,2013-11-21,Neg
353409,male,2.5,28N,05E,17,2013-11-21,Neg
353410,male,4.5,28N,06E,2,2013-11-18,Neg
353416,male,2.5,27N,07E,24,2013-11-18,Neg
353417,male,2.5,27N,07E,24,2013-11-18,Neg
353466,male,2.5,31N,05E,29,2013-11-16,Neg
353532,male,3.5,29N,06E,4,2013-11-18,Neg
353491,male,2.5,30N,04E,20,2013-11-16,Neg
353575,male,4.5,30N,06E,12,2013-11-16,Neg
353509,male,4.5,29N,06E,6,2013-11-20,Neg
353511,male,3.5,29N,06E,33,2013-11-20,Neg
353512,male,3.5,30N,06E,11,2013-11-18,Neg
353513,male,2.5,30N,05E,28,2013-11-18,Neg
353514,male,3.5,30N,05E,7,2013-11-19,Neg
353516,male,3.5,30N,06E,24,2013-11-19,Neg
353523,male,4.5,28N,05E,33,2013-11-19,Neg
353525,female,4.5,28N,06E,1,2013-11-18,Neg
353526,male,1.5,30N,07E,7,2013-11-18,Neg
353490,female,8.5,30N,04E,22,2013-11-16,Neg
353671,female,1.5,29N,04E,24,2013-11-23,Neg
353617,male,1.5,31N,05E,31,2013-11-18,Neg
353619,male,3.5,30N,07E,19,2013-11-18,Neg
353622,male,2.5,31N,05E,33,2013-11-18,Neg
353664,female,0.5,29N,04E,24,Q,Neg
353665,male,1.5,29N,05E,20,2013-12-02,Neg
353666,female,4.5,29N,04E,24,Q,Neg
353667,male,0.5,29N,05E,7,2013-12-02,Neg
353668,female,3.5,29N,04E,23,2013-12-02,Neg
353573,male,4.5,28N,07E,17,2013-11-17,Neg
353670,female,2.5,29N,04E,24,Q,Neg
353614,female,2.5,31N,05E,31,2013-11-18,Neg
353672,female,1.5,29N,04E,24,Q,Neg
353673,female,4.5,29N,04E,24,Q,Neg
353674,female,1.5,29N,04E,24,Q,Neg
353987,female,1.5,30N,04E,26,2013-11-04,Neg
353988,female,3.5,30N,06E,23,2013-11-04,Neg
353992,female,3.5,29N,04E,16,2013-12-01,Neg
353995,female,2.5,30N,05E,12,2013-12-06,Neg
3540,male,0.5,29N,06E,30,1998-10-20,Neg
354051,male,1.5,26N,07E,1,2015-11-17,Neg
353669,female,3.5,29N,05E,5,2013-12-02,Neg
353599,female,6.5,31N,06E,25,2013-11-17,Neg
353395,female,3.5,30N,06E,31,2013-11-16,Neg
353577,male,3.5,29N,07E,29,2013-11-16,Neg
353585,male,2.5,30N,07E,20,2013-11-17,Neg
353586,male,2.5,30N,07E,20,2013-11-17,Neg
353587,male,3.5,27N,07E,24,2013-11-17,Neg
353590,male,3.5,30N,06E,7,2013-11-17,Neg
353592,male,2.5,28N,08E,30,2013-11-18,Neg
353593,female,2.5,28N,08E,30,2013-11-18,Neg
353594,male,2.5,28N,06E,1,2013-11-18,Neg
353616,male,3.5,31N,05E,31,2013-11-18,Neg
353598,male,2.5,30N,05E,25,2013-11-17,Neg
353615,male,1.5,31N,05E,31,2013-11-18,Neg
353600,male,3.5,29N,06E,4,2013-11-18,Neg
353601,female,7.5,30N,06E,8,2013-11-18,Neg
353602,male,1.5,30N,06E,8,2013-11-18,Neg
353604,male,2.5,29N,06E,17,2013-11-18,Neg
353605,male,3.5,30N,06E,12,2013-11-18,Neg
44380,male,1.5,30N,06E,20,1999-11-18,Neg
353610,male,3.5,28N,07E,7,2013-11-18,Neg
44272,male,1.5,30N,06E,23,1999-11-22,Neg
353574,male,3.5,30N,06E,16,2013-11-17,Neg
353597,male,1.5,29N,05E,10,2013-11-17,Neg
353975,female,2.5,29N,06E,10,2013-10-21,Neg
353405,male,2.5,30N,07E,32,2013-11-17,Neg
353936,female,6.5,30N,05E,18,2013-12-02,Neg
353938,male,4.5,28N,04E,11,2013-12-02,Neg
353939,female,3.5,29N,05E,8,2013-12-01,Neg
353940,male,4.5,29N,04E,11,2013-11-22,Neg
353941,female,6.5,29N,05E,21,2013-12-01,Neg
353944,female,4.5,29N,05E,29,2013-12-01,Neg
353947,female,7.5,28N,04E,2,2014-01-07,Neg
353934,female,5.5,29N,05E,6,2013-12-01,Neg
353949,male,6.5,29N,04E,24,Q,Neg
353929,female,4.5,28N,04E,12,2013-12-01,Neg
353985,female,1.5,29N,06E,6,2013-11-03,Neg
352926,male,3.5,27N,05E,25,2015-11-18,Neg
352952,female,2.5,28N,04E,28,2016-11-18,Neg
352955,male,5.5,29N,05E,33,2016-11-18,Neg
353091,female,2.5,28N,05E,8,2013-11-19,Neg
353125,female,3.5,30N,05E,35,2013-11-16,Neg
353128,female,1.5,30N,06E,2,2013-11-15,Neg
353131,male,2.5,30N,06E,8,2013-11-16,Neg
353134,male,3.5,28N,05E,6,2013-11-15,Neg
353948,female,3.5,29N,04E,24,2013-11-22,Neg
353841,female,3.5,29N,04E,26,2013-12-02,Neg
353827,female,4.5,29N,04E,24,2013-11-19,Neg
353829,female,4.5,29N,05E,7,2013-12-02,Neg
353830,male,3.5,29N,05E,6,2013-12-08,Neg
353833,female,4.5,29N,04E,13,2013-12-01,Neg
353834,female,2.5,29N,04E,25,2013-12-02,Neg
353835,female,11.5,29N,05E,17,2013-12-02,Neg
353836,female,2.5,29N,05E,19,2013-12-01,Neg
353837,female,3.5,29N,05E,29,2013-12-08,Neg
353935,female,4.5,29N,04E,16,2013-12-02,Neg
353839,female,4.5,29N,04E,36,2013-12-02,Neg
353146,male,3.5,31N,06E,28,2013-11-16,Neg
353842,male,3.5,29N,05E,29,2013-12-08,Neg
353843,female,4.5,29N,05E,20,2013-12-08,Neg
353845,female,3.5,29N,04E,35,2013-12-01,Neg
353846,female,13.5,29N,04E,23,2013-11-21,Neg
353847,female,5.5,29N,05E,7,2013-12-02,Neg
353848,female,4.5,29N,05E,31,2013-12-08,Neg
353849,female,3.5,29N,04E,36,2013-12-08,Neg
353925,female,2.5,29N,04E,25,2013-11-23,Neg
353926,male,3.5,29N,04E,36,2013-12-02,Neg
353838,female,3.5,29N,05E,19,2013-12-01,Neg
353343,female,4.5,29N,04E,24,Q,Neg
353211,female,4.5,29N,06E,14,2016-11-01,Neg
353213,male,1.5,30N,05E,11,2016-11-01,Neg
353214,female,4.5,31N,06E,20,2016-11-01,Neg
353217,male,2.5,28N,05E,20,2016-11-09,Neg
353218,male,3.5,28N,05E,20,2016-11-09,Neg
353273,female,2.5,27N,05E,3,2013-11-26,Neg
353286,male,1.5,29N,04E,28,2013-11-20,Neg
353318,male,1.5,30N,04E,12,2013-11-24,Neg
353137,male,2.5,30N,07E,32,2013-11-15,Neg
353325,male,2.5,29N,04E,26,2013-12-08,Neg
353198,male,3.5,30N,05E,34,2013-11-16,Neg
353344,male,3.5,29N,04E,35,2013-12-08,Neg
353359,male,2.5,29N,04E,6,2013-11-16,Neg
353384,male,3.5,29N,05E,2,2013-11-16,Neg
353386,male,2.5,30N,06E,27,2013-11-16,Neg
353389,male,3.5,31N,05E,26,2013-11-16,Neg
353390,female,2.5,31N,05E,26,2013-11-16,Neg
353391,male,1.5,31N,05E,26,2013-11-16,Neg
353392,male,3.5,31N,05E,34,2013-11-16,Neg
353394,male,1.5,30N,06E,31,2013-11-16,Neg
353319,female,3.5,30N,04E,20,2013-11-24,Neg
353167,female,3.5,30N,05E,1,2013-11-16,Neg
351847,male,3.5,28N,07E,23,2013-11-18,Neg
353148,male,1.5,30N,06E,8,2013-11-16,Neg
353149,male,3.5,30N,06E,35,2013-11-15,Neg
353150,male,1.5,30N,05E,13,2013-11-17,Neg
353151,male,2.5,30N,05E,26,2013-11-17,Neg
353152,male,5.5,30N,05E,26,2013-11-17,Neg
353155,male,3.5,30N,06E,28,2013-11-17,Neg
353156,male,1.5,29N,06E,2,2013-11-17,Neg
353157,male,1.5,27N,05E,25,2013-11-17,Neg
353208,male,3.5,30N,05E,35,2016-11-14,Neg
